130 	 244379 	 592967 	 1.6 	 6363.137014 
131 	 246519 	 597256 	 3 	 6364.207141 
132 	 246173 	 592092 	 1.8 	 6422.429063 
133 	 246876 	 590194 	 1.7 	 6438.982697 
134 	 249270 	 592857 	 1.6 	 6508.082118 
135 	 246070 	 574038 	 1.6 	 6558.203403 
136 	 245444 	 589481 	 2.3 	 6574.158067 
137 	 245571 	 582748 	 1.5 	 6591.187882 
138 	 246502 	 592320 	 1.5 	 6593.759375 
139 	 240057 	 598603 	 1.7 	 6610.504363 
140 	 249327 	 589945 	 1.8 	 6651.949965 
141 	 247869 	 579081 	 2.4 	 6691.618148 
142 	 249150 	 593299 	 1.6 	 6716.014641 
143 	 249664 	 601009 	 2.3 	 6724.375937 
144 	 247298 	 602911 	 1.6 	 6726.13412 
145 	 236605 	 612309 	 2.5 	 6728.334502 
146 	 257758 	 585610 	 1.7 	 6730.694618 
147 	 241201 	 584300 	 1.5 	 6751.773391 
148 	 247776 	 578134 	 2 	 6761.787812 
149 	 252612 	 597877 	 1.5 	 6768.029896 
150 	 237346 	 581969 	 1.5 	 6773.151424 
151 	 244897 	 589043 	 1.8 	 6806.01515 
152 	 242535 	 602636 	 2.5 	 6827.304456 
153 	 251279 	 581282 	 1.6 	 6842.742083 
154 	 260433 	 585463 	 1.7 	 6973.881736 
155 	 238820 	 593201 	 2.4 	 6985.801817 
156 	 243299 	 591295 	 1.5 	 6994.612581 
157 	 247584 	 588074 	 1.5 	 7038.827269 
158 	 244561 	 595105 	 1.5 	 7051.847905 
159 	 249811 	 576670 	 2 	 7053.117986 
160 	 251857 	 580236 	 1.5 	 7071.176377 
161 	 246522 	 579612 	 1.8 	 7098.680266 
162 	 252307 	 585533 	 1.9 	 7104.724664 
163 	 247294 	 603134 	 1.9 	 7112.646678 
164 	 239197 	 577977 	 1.7 	 7113.943947 
165 	 236868 	 577323 	 1.5 	 7122.385833 
166 	 247477 	 593619 	 1.7 	 7140.367951 
167 	 248294 	 591613 	 3.2 	 7144.641146 
168 	 244336 	 595285 	 1.8 	 7176.93309 
169 	 237563 	 588744 	 1.5 	 7198.385266 
170 	 250592 	 576630 	 1.6 	 7201.613264 
171 	 241344 	 607197 	 2.5 	 7209.249329 
172 	 249440 	 595494 	 2.5 	 7215.891157 
173 	 246816 	 587540 	 1.5 	 7216.159745 
174 	 250693 	 593924 	 1.6 	 7223.996933 
175 	 244280 	 598271 	 2 	 7234.523681 
176 	 253389 	 587058 	 1.9 	 7247.015833 
177 	 240004 	 589065 	 1.5 	 7248.88772 
178 	 249650 	 596092 	 1.5 	 7274.734225 
179 	 259852 	 586582 	 1.6 	 7279.613866 
180 	 260319 	 590637 	 1.5 	 7285.32588 
181 	 250605 	 592771 	 1.7 	 7297.191042 
182 	 239531 	 596979 	 2.2 	 7330.246736 
183 	 240183 	 597770 	 1.9 	 7337.700671 
184 	 237818 	 586894 	 1.6 	 7338.272431 
185 	 260892 	 569609 	 1.6 	 7358.245579 
186 	 245534 	 590651 	 1.5 	 7361.362153 
187 	 243849 	 597577 	 1.8 	 7366.396852 
188 	 256023 	 588727 	 1.5 	 7367.690162 
189 	 241953 	 591958 	 1.9 	 7377.986852 
190 	 242959 	 597672 	 1.7 	 7379.322095 
191 	 254060 	 586868 	 1.8 	 7381.772396 
192 	 257087 	 585761 	 1.6 	 7422.106343 
193 	 253993 	 590131 	 1.7 	 7426.86919 
194 	 249088 	 590793 	 1.5 	 7429.083947 
195 	 250681 	 577764 	 2 	 7447.708681 
196 	 240406 	 597718 	 1.5 	 7476.644271 
197 	 257409 	 586343 	 1.7 	 7497.111262 
198 	 253535 	 585354 	 1.5 	 7498.207431 
199 	 248031 	 593705 	 1.7 	 7504.317153 
200 	 236967 	 578067 	 1.5 	 7553.957581 
201 	 249406 	 597219 	 2.4 	 7559.786586 
202 	 240544 	 596199 	 3.6 	 7560.837245 
203 	 235767 	 602944 	 1.8 	 7708.924954 
204 	 248555 	 589614 	 2.4 	 7716.823044 
205 	 256691 	 588722 	 1.5 	 7725.721516 
206 	 238896 	 582442 	 1.5 	 7733.60294 
207 	 240151 	 599532 	 2.7 	 7735.921562 
208 	 240124 	 601072 	 3.2 	 7735.954329 
209 	 246271 	 598642 	 2.7 	 7737.209201 
210 	 252879 	 590201 	 1.5 	 7738.326539 
211 	 248085 	 590923 	 2 	 7739.238854 
212 	 247094 	 590420 	 1.8 	 7739.320984 
213 	 246584 	 582173 	 1.8 	 7739.483912 
214 	 252035 	 598942 	 1.8 	 7741.202685 
215 	 248815 	 593404 	 2 	 7743.585972 
216 	 260826 	 587791 	 1.9 	 7745.987396 
217 	 248255 	 610704 	 2 	 7772.529155 
218 	 248203 	 590572 	 3 	 7880.94375 
219 	 249361 	 593860 	 2.4 	 7898.130764 
220 	 247473 	 593861 	 1.9 	 7898.194711 
221 	 242413 	 584991 	 2.1 	 7925.46537 
222 	 243434 	 596011 	 1.5 	 7941.527581 
223 	 247206 	 596175 	 2.8 	 7944.04765 
224 	 240298 	 585045 	 1.7 	 7962.084016 
225 	 240649 	 584068 	 1.6 	 7962.600984 
226 	 244129 	 600439 	 1.9 	 7968.080405 
227 	 248597 	 593177 	 1.9 	 7972.833009 
228 	 243267 	 599050 	 1.5 	 7980.754294 
229 	 254456 	 589250 	 1.5 	 8008.040336 
230 	 243486 	 593173 	 1.6 	 8016.723391 
231 	 252128 	 594343 	 2 	 8027.979144 
232 	 241205 	 584077 	 1.5 	 8088.580822 
233 	 246228 	 595043 	 1.5 	 8096.254086 
234 	 247844 	 597615 	 3 	 8106.07522 
235 	 239893 	 595316 	 1.7 	 8111.193495 
236 	 250793 	 583313 	 2.3 	 8132.363519 
237 	 254064 	 592044 	 1.9 	 8136.780891 
238 	 236907 	 601108 	 2.1 	 8139.868322 
239 	 249369 	 576458 	 1.6 	 8144.419375 
240 	 245750 	 579190 	 1.6 	 8199.090394 
241 	 243089 	 596673 	 1.8 	 8229.619282 
242 	 248709 	 581695 	 2.1 	 8245.714838 
243 	 251466 	 594161 	 2 	 8283.646273 
244 	 248530 	 579483 	 2.6 	 8306.286667 
245 	 250304 	 579927 	 1.6 	 8306.311852 
246 	 258358 	 588776 	 1.5 	 8330.850162 
247 	 239605 	 586461 	 2.8 	 8335.470231 
248 	 245511 	 597737 	 1.5 	 8356.266898 
249 	 240930 	 599434 	 2.9 	 8371.03309 
250 	 244601 	 581023 	 2.8 	 8426.092153 
251 	 247027 	 593926 	 2.7 	 8433.271215 
252 	 249248 	 576919 	 1.5 	 8438.94478 
253 	 243994 	 583721 	 1.5 	 8445.436979 
254 	 258462 	 599391 	 1.6 	 8458.664514 
255 	 246299 	 573746 	 1.9 	 8470.653461 
256 	 252914 	 593969 	 2.3 	 8483.401412 
257 	 252806 	 593800 	 2.3 	 8510.543773 
258 	 252285 	 592100 	 1.6 	 8563.576319 
259 	 249979 	 585097 	 1.8 	 8568.863808 
260 	 240205 	 602743 	 2 	 8574.43559 
261 	 245771 	 595702 	 1.9 	 8584.968299 
262 	 245963 	 596151 	 1.8 	 8588.084167 
263 	 237996 	 586878 	 2.1 	 8615.113958 
264 	 246365 	 578459 	 2 	 8657.278681 
265 	 235811 	 601646 	 1.6 	 8661.407118 
266 	 251603 	 584016 	 3.1 	 8700.736597 
267 	 247602 	 590616 	 1.7 	 8730.654444 
268 	 257224 	 589810 	 2.3 	 8730.766736 
269 	 251389 	 584679 	 1.6 	 8763.260509 
270 	 255247 	 595000 	 1.6 	 8775.98397 
271 	 236168 	 588406 	 1.7 	 8776.304861 
272 	 250413 	 576645 	 1.6 	 8799.209028 
273 	 251950 	 586694 	 1.5 	 8809.481007 
274 	 244056 	 580419 	 1.5 	 8818.915023 
275 	 248172 	 578382 	 2.4 	 8848.917778 
276 	 256270 	 574872 	 1.8 	 8877.043102 
277 	 257576 	 585809 	 1.5 	 8946.762708 
278 	 242963 	 599880 	 1.7 	 8992.356435 
279 	 252307 	 582249 	 2.1 	 9038.535486 
280 	 249653 	 591435 	 1.9 	 9097.991366 
281 	 249776 	 591994 	 2.2 	 9098.022812 
282 	 251641 	 595371 	 1.6 	 9117.77294 
283 	 247385 	 594953 	 1.8 	 9134.061053 
284 	 257935 	 600178 	 1.6 	 9142.430961 
285 	 243298 	 599774 	 1.6 	 9204.483819 
286 	 233873 	 594044 	 1.6 	 9223.465486 
287 	 246483 	 596829 	 2.1 	 9228.519363 
288 	 261993 	 588355 	 1.8 	 9252.399873 
289 	 243574 	 581190 	 2 	 9274.563819 
290 	 244298 	 592557 	 1.5 	 9281.452072 
291 	 249555 	 589652 	 1.7 	 9294.046192 
292 	 251654 	 581456 	 2.6 	 9305.627847 
293 	 250607 	 593792 	 1.8 	 9399.302292 
294 	 243274 	 579292 	 1.5 	 9400.459039 
295 	 254299 	 589303 	 1.9 	 9406.905243 
296 	 251460 	 591137 	 1.6 	 9421.21088 
297 	 249688 	 589655 	 1.5 	 9484.87434 
298 	 244797 	 597910 	 1.7 	 9493.464329 
299 	 254575 	 592092 	 1.7 	 9494.358079 
300 	 247936 	 600864 	 1.8 	 9498.961169 
301 	 246706 	 599059 	 2.1 	 9502.683079 
302 	 245850 	 598598 	 1.7 	 9514.802465 
303 	 245789 	 598263 	 3.4 	 9531.566632 
304 	 254016 	 586848 	 1.6 	 9554.532049 
305 	 245849 	 595147 	 2 	 9562.625417 
306 	 243336 	 583189 	 1.7 	 9564.398438 
307 	 247871 	 590510 	 2.2 	 9565.687523 
308 	 247748 	 589951 	 1.6 	 9607.447847 
309 	 239651 	 602714 	 1.5 	 9607.645382 
310 	 245706 	 599152 	 2.8 	 9626.87963 
311 	 247752 	 589728 	 1.6 	 9649.676528 
312 	 248694 	 599543 	 1.6 	 9664.960347 
313 	 243319 	 580517 	 1.6 	 9701.588866 
314 	 254138 	 593864 	 1.9 	 9743.10456 
315 	 254267 	 594089 	 1.8 	 9744.317361 
316 	 241055 	 598620 	 1.6 	 9836.636308 
317 	 243414 	 600667 	 1.6 	 9852.800486 
318 	 251809 	 590365 	 1.6 	 9938.493426 
319 	 237613 	 597447 	 1.6 	 9947.952234 
320 	 239321 	 598812 	 1.5 	 9976.550301 
321 	 235632 	 588508 	 1.6 	 9993.276944 
322 	 244318 	 591444 	 1.8 	 10003.79318 
323 	 239268 	 594247 	 3.4 	 10030.14172 
324 	 246946 	 593498 	 2.5 	 10048.1912 
325 	 251380 	 591804 	 1.9 	 10052.55046 
326 	 246031 	 596041 	 1.5 	 10140.30588 
327 	 256524 	 591353 	 1.6 	 10167.82784 
328 	 246576 	 591932 	 1.9 	 10225.79098 
329 	 261748 	 587347 	 1.6 	 10277.88203 
330 	 256894 	 586463 	 2 	 10315.55306 
331 	 248629 	 578948 	 1.8 	 10330.51333 
332 	 251989 	 597939 	 2.3 	 10335.79742 
333 	 246537 	 597498 	 1.5 	 10372.41343 
334 	 246469 	 601059 	 2.5 	 10376.11691 
335 	 253031 	 586048 	 1.8 	 10378.44881 
336 	 248567 	 592416 	 1.9 	 10406.72927 
337 	 244369 	 595898 	 2.7 	 10449.62074 
338 	 253033 	 585937 	 1.8 	 10451.01419 
339 	 243233 	 599662 	 2.3 	 10454.0715 
340 	 245800 	 604719 	 1.9 	 10498.17108 
341 	 242645 	 595421 	 2 	 10500.21118 
342 	 240741 	 601286 	 1.7 	 10545.49877 
343 	 242225 	 596527 	 1.6 	 10584.54094 
344 	 243507 	 595660 	 1.8 	 10609.37819 
345 	 253857 	 588069 	 1.9 	 10643.38206 
346 	 246448 	 595158 	 1.9 	 10646.54299 
347 	 241198 	 598066 	 2.3 	 10737.80661 
348 	 246379 	 595173 	 2 	 10781.96148 
349 	 243220 	 592997 	 2.3 	 10789.02708 
350 	 249595 	 590894 	 2.2 	 10801.63425 
351 	 252141 	 583709 	 1.8 	 10836.28461 
352 	 245550 	 596716 	 2.5 	 10896.10709 
353 	 251115 	 591593 	 1.8 	 10896.5478 
354 	 245481 	 596826 	 2.2 	 10896.84916 
355 	 242721 	 594769 	 1.7 	 10931.06066 
356 	 245901 	 592269 	 3.2 	 10939.0152 
357 	 244730 	 597813 	 2.1 	 11049.53721 
